cidad_cod,uf_cod,cidad_des,cidad_cod_ibge,cidad_des_abrev,cidad_tip,cidad_cod_prftra,cidad_cod_siafi
2515104,PB,SAO SEBASTIAO DE LAGOA DE ROCA,2515104,,,,2203
2515302,PB,SAPE,2515302,,,,2207
2515401,PB,SERIDO,2515401,,,,2209
2515609,PB,SERRA DA RAIZ,2515609,,,,2213
2515807,PB,SERRA REDONDA,2515807,,,,2217
2516003,PB,SOLANEA,2516003,,,,2221
2516201,PB,SOUSA,2516201,,,,2225
2516409,PB,TACIMA,2516409,,,,2229
2516706,PB,TEIXEIRA,2516706,,,,2235
2517100,PB,VARZEA,2517100,,,,2243
2202778,PI,COLONIA DO PIAUI,2202778,,,,2253
2202851,PI,CORONEL JOSE DIAS,2202851,,,,2255
2211357,PI,VARZEA BRANCA,2211357,,,,2267
2200277,PI,ALEGRETE DO PIAUI,2200277,,,,2269
2205953,PI,MARCOLANDIA,2205953,,,,2275
2208650,PI,QUEIMADA NOVA,2208650,,,,2279
2209351,PI,SANTANA DO PIAUI,2209351,,,,2281
2201960,PI,BRASILEIRA,2201960,,,,2283
2210052,PI,SAO JOSE DO DIVINO,2210052,,,,2285
2608453,PE,LAGOA DO CARRO,2608453,,,,2289
2616183,PE,VERTENTE DO LERIO,2616183,,,,2291
2605152,PE,DORMENTES,2605152,,,,2299
2600401,PE,AGUA PRETA,2600401,,,,2307
2600609,PE,ALAGOINHA,2600609,,,,2311
2600708,PE,ALIANCA,2600708,,,,2313
2601003,PE,ANGELIM,2601003,,,,2319
2601201,PE,ARCOVERDE,2601201,,,,2323
2601409,PE,BARREIROS,2601409,,,,2327
2601508,PE,BELEM DE MARIA,2601508,,,,2329
2601706,PE,BELO JARDIM,2601706,,,,2333
2601904,PE,BEZERROS,2601904,,,,2337
2602100,PE,BOM CONSELHO,2602100,,,,2341
2602506,PE,BREJINHO,2602506,,,,2349
2602704,PE,BUENOS AIRES,2602704,,,,2353
2602902,PE,CABO DE SANTO AGOSTINHO,2602902,,,,2357
2603108,PE,CACHOEIRINHA,2603108,,,,2361
2603306,PE,CALCADO,2603306,,,,2365
2603405,PE,CALUMBI,2603405,,,,2367
2603504,PE,CAMOCIM DE SAO FELIX,2603504,,,,2369
2603603,PE,CAMUTANGA,2603603,,,,2371
2603801,PE,CAPOEIRAS,2603801,,,,2375
2604007,PE,CARPINA,2604007,,,,2379
2604205,PE,CATENDE,2604205,,,,2383
2604601,PE,CONDADO,2604601,,,,2391
2604809,PE,CORTES,2604809,,,,2395
2605202,PE,ESCADA,2605202,,,,2403
2605400,PE,FEIRA NOVA,2605400,,,,2407
2605608,PE,FLORES,2605608,,,,2411
2605806,PE,FREI MIGUELINHO,2605806,,,,2415
2606002,PE,GARANHUNS,2606002,,,,2419
2606200,PE,GOIANA,2606200,,,,2423
2606408,PE,GRAVATA,2606408,,,,2427
2606606,PE,IBIMIRIM,2606606,,,,2431
2606804,PE,IGARASSU,2606804,,,,2435
2607208,PE,IPOJUCA,2607208,,,,2443
2607406,PE,ITACURUBA,2607406,,,,2447
2607604,PE,ILHA DE ITAMARACA,2607604,,,,2451
2607802,PE,ITAQUITINGA,2607802,,,,2455
2608206,PE,JOAQUIM NABUCO,2608206,,,,2463
2608404,PE,JUREMA,2608404,,,,2467
2608602,PE,LAGOA DO OURO,2608602,,,,2471
2608800,PE,LAJEDO,2608800,,,,2475
2609006,PE,MACAPARANA,2609006,,,,2479
2609204,PE,MARAIAL,2609204,,,,2483
2609402,PE,MORENO,2609402,,,,2487
2609600,PE,OLINDA,2609600,,,,2491
2609808,PE,OROCO,2609808,,,,2495
2610004,PE,PALMARES,2610004,,,,2499
2610202,PE,PANELAS,2610202,,,,2503
2610608,PE,PAUDALHO,2610608,,,,2511
2610806,PE,PEDRA,2610806,,,,2515
2611200,PE,POCAO,2611200,,,,2523
2611309,PE,POMBOS,2611309,,,,2525
2611507,PE,QUIPAPA,2611507,,,,2529
0000000,PE,DEMAIS MUNICIPIOS,0000000,,,,2532
2611804,PE,RIBEIRAO,2611804,,,,2535
2612208,PE,SALGUEIRO,2612208,,,,2543
2612406,PE,SANHARO,2612406,,,,2547
2612505,PE,SANTA CRUZ DO CAPIBARIBE,2612505,,,,2549
2612703,PE,SANTA MARIA DO CAMBUCA,2612703,,,,2553
2612901,PE,SAO BENEDITO DO SUL,2612901,,,,2557
2613206,PE,SAO JOAO,2613206,,,,2563
2613404,PE,SAO JOSE DA COROA GRANDE,2613404,,,,2567
2613602,PE,SAO JOSE DO EGITO,2613602,,,,2571
2613800,PE,SAO VICENTE FERRER,2613800,,,,2575
2614006,PE,SERRITA,2614006,,,,2579
2614501,PE,SURUBIM,2614501,,,,2589
2614709,PE,TACAIMBO,2614709,,,,2593
2607653,PE,ITAMBE,2607653,,,,2597
2615201,PE,TERRA NOVA,2615201,,,,2603
2615409,PE,TORITAMA,2615409,,,,2607
2615805,PE,TUPANATINGA,2615805,,,,2615
2616001,PE,VENTUROSA,2616001,,,,2619
2616209,PE,VERTENTES,2616209,,,,2623
2603454,PE,CAMARAGIBE,2603454,,,,2629
2607752,PE,ITAPISSUMA,2607752,,,,2633
2611533,PE,QUIXABA,2611533,,,,2637
2706448,AL,PARIPUEIRA,2706448,,,,2641
2702553,AL,ESTRELA DE ALAGOAS,2702553,,,,2643
2706422,AL,PARICONHA,2706422,,,,2645
3112653,MG,CAPITAO ANDRADE,3112653,,,,2651
3115458,MG,CATUJI,3115458,,,,2653
3135076,MG,JAMPRUCA,3135076,,,,2655
3157252,MG,SANTA BARBARA DO LESTE,3157252,,,,2667
3170057,MG,UBAPORANGA,3170057,,,,2671
3158953,MG,SANTANA DO PARAISO,3158953,,,,2673
3123528,MG,DURANDE,3123528,,,,2675
3162575,MG,SAO JOAO DO MANTENINHA,3162575,,,,2679
3101631,MG,ALFREDO VASCONCELOS,3101631,,,,2681
3125952,MG,FERVEDOURO,3125952,,,,2683
3136652,MG,JUATUBA,3136652,,,,2691
3143450,MG,MONTEZUMA,3143450,,,,2697
2700102,AL,AGUA BRANCA,2700102,,,,2701
2700201,AL,ANADIA,2700201,,,,2703
2700300,AL,ARAPIRACA,2700300,,,,2705
2700409,AL,ATALAIA,2700409,,,,2707
2700607,AL,BARRA DE SAO MIGUEL,2700607,,,,2711
2701001,AL,BOCA DA MATA,2701001,,,,2719
2701209,AL,CACIMBINHAS,2701209,,,,2723
2701407,AL,CAMPO ALEGRE,2701407,,,,2727
2701605,AL,CANAPI,2701605,,,,2731
2701803,AL,CARNEIROS,2701803,,,,2735
2702009,AL,COITE DO NOIA,2702009,,,,2739
2702207,AL,COQUEIRO SECO,2702207,,,,2743
2702306,AL,CORURIPE,2702306,,,,2745
2702504,AL,DOIS RIACHOS,2702504,,,,2749
2702702,AL,FELIZ DESERTO,2702702,,,,2753
2702900,AL,GIRAU DO PONCIANO,2702900,,,,2757
2703106,AL,IGACI,2703106,,,,2761
2703304,AL,INHAPI,2703304,,,,2765
2703502,AL,JACUIPE,2703502,,,,2769
2703700,AL,JARAMATAIA,2703700,,,,2773
2703908,AL,JUNDIA,2703908,,,,2777
2704104,AL,LAGOA DA CANOA,2704104,,,,2781
2704302,AL,MACEIO,2704302,,,,2785
0000000,AL,DEMAIS MUNICIPIOS,0000000,,,,2786
2704609,AL,MARAVILHA,2704609,,,,2791
2704807,AL,MARIBONDO,2704807,,,,2795
2704906,AL,MAR VERMELHO,2704906,,,,2797
2705101,AL,MATRIZ DE CAMARAGIBE,2705101,,,,2801
2705309,AL,MINADOR DO NEGRAO,2705309,,,,2805
2705507,AL,MURICI,2705507,,,,2809
2705606,AL,NOVO LINO,2705606,,,,2811
2705804,AL,OLHO D'AGUA DO CASADO,2705804,,,,2815
2706000,AL,OLIVENCA,2706000,,,,2819
2706406,AL,PAO DE ACUCAR,2706406,,,,2827
2706802,AL,PIACABUCU,2706802,,,,2835
2707008,AL,PINDOBA,2707008,,,,2839
2707206,AL,POCO DAS TRINCHEIRAS,2707206,,,,2843
2707404,AL,PORTO DE PEDRAS,2707404,,,,2847
2707503,AL,PORTO REAL DO COLEGIO,2707503,,,,2849
2707602,AL,QUEBRANGULO,2707602,,,,2851
2707701,AL,RIO LARGO,2707701,,,,2853
2707909,AL,SANTA LUZIA DO NORTE,2707909,,,,2857
2708105,AL,SANTANA DO MUNDAU,2708105,,,,2861
2708501,AL,SAO LUIS DO QUITUNDE,2708501,,,,2869
2708907,AL,SATUBA,2708907,,,,2877
2709103,AL,TAQUARANA,2709103,,,,2881
2709301,AL,UNIAO DOS PALMARES,2709301,,,,2885
2702355,AL,CRAIBAS,2702355,,,,2889
2708956,AL,SENADOR RUI PALMEIRA,2708956,,,,2891
3135050,MG,JAIBA,3135050,,,,2893
3139250,MG,MAMONAS,3139250,,,,2895
3300456,RJ,BELFORD ROXO,3300456,,,,2909
3304144,RJ,QUEIMADOS,3304144,,,,2911
3302270,RJ,JAPERI,3302270,,,,2913
3306156,RJ,VARRE-SAI,3306156,,,,2917
3300159,RJ,APERIBE,3300159,,,,2919
3300951,RJ,COMENDADOR LEVY GASPARIAN,3300951,,,,2927
3203346,ES,MARECHAL FLORIANO,3203346,,,,2929
3205150,ES,VILA PAVAO,3205150,,,,2935
3527256,SP,LOURDES,3527256,,,,2937
3515152,SP,ENGENHEIRO COELHO,3515152,,,,2949
3519055,SP,HOLAMBRA,3519055,,,,2953
3554953,SP,TUIUTI,3554953,,,,2955
3556354,SP,VARGEM,3556354,,,,2957
3537156,SP,PEDRINHAS PAULISTA,3537156,,,,2963
3506359,SP,BERTIOGA,3506359,,,,2965
3520426,SP,ILHA COMPRIDA,3520426,,,,2969
3514924,SP,ELISIARIO,3514924,,,,2975
3533254,SP,NOVAIS,3533254,,,,2979
3503950,SP,ASPASIA,3503950,,,,2981
3540754,SP,POTIM,3540754,,,,2993
3500758,SP,ALAMBARI,3500758,,,,2995
3509452,SP,CAMPINA DO MONTE ALEGRE,3509452,,,,2999
2922250,BA,MUQUEM DE SAO FRANCISCO,2922250,,,,3005
2922755,BA,NOVA IBIA,2922755,,,,3009
2923035,BA,NOVO HORIZONTE,2923035,,,,3013
2923050,BA,NOVO TRIUNFO,2923050,,,,3015
2925758,BA,PRESIDENTE TANCREDO NEVES,2925758,,,,3023
2926657,BA,RIBEIRAO DO LARGO,2926657,,,,3027
2929057,BA,SAO FELIX DO CORIBE,2929057,,,,3031
2929370,BA,SAO JOSE DO JACUIPE,2929370,,,,3033
2930154,BA,SERRA DO RAMALHO,2930154,,,,3039
2930766,BA,SITIO DO QUINTO,2930766,,,,3043
2932457,BA,UMBURANAS,2932457,,,,3047
2933257,BA,VEREDA,2933257,,,,3051
3501152,SP,ALUMINIO,3501152,,,,3065
2901155,BA,AMERICA DOURADA,2901155,,,,3071
2902252,BA,ARATACA,2902252,,,,3073
2903235,BA,BARRO ALTO,2903235,,,,3075
2904753,BA,BURITIRAMA,2904753,,,,3079
2906873,BA,CAPIM GROSSO,2906873,,,,3083
2906824,BA,CANUDOS,2906824,,,,3085
2910859,BA,FILADELFIA,2910859,,,,3091
2918357,BA,JOAO DOURADO,2918357,,,,3099
2800308,SE,ARACAJU,2800308,,,,3105
0000000,SE,DEMAIS MUNICIPIOS,0000000,,,,3106
2800506,SE,AREIA BRANCA,2800506,,,,3109
2800670,SE,BOQUIM,2800670,,,,3115
2910727,BA,EUNAPOLIS,2910727,,,,3117
2801009,SE,CAMPO DO BRITO,2801009,,,,3119
2801405,SE,CARIRA,2801405,,,,3127
2801603,SE,CEDRO DE SAO JOAO,2801603,,,,3131
2801900,SE,CUMBE,2801900,,,,3137
2802106,SE,ESTANCIA,2802106,,,,3141
2802304,SE,FREI PAULO,2802304,,,,3145
2802700,SE,ILHA DAS FLORES,2802700,,,,3153
2802908,SE,ITABAIANA,2802908,,,,3157
2803104,SE,ITABI,2803104,,,,3161
2803500,SE,LAGARTO,2803500,,,,3169
2803906,SE,MALHADOR,2803906,,,,3177
2804102,SE,MOITA BONITA,2804102,,,,3181
2804300,SE,MURIBECA,2804300,,,,3185
2804409,SE,NEOPOLIS,2804409,,,,3187
2804607,SE,NOSSA SENHORA DAS DORES,2804607,,,,3191
2805000,SE,PEDRA MOLE,2805000,,,,3199
2805208,SE,PINHAO,2805208,,,,3203
2805604,SE,PORTO DA FOLHA,2805604,,,,3211
2805802,SE,RIACHAO DO DANTAS,2805802,,,,3215
2806206,SE,SALGADO,2806206,,,,3223
3554656,SP,TORRE DE PEDRA,3554656,,,,3227
2806503,SE,SANTA ROSA DE LIMA,2806503,,,,3229
2806701,SE,SAO CRISTOVAO,2806701,,,,3233
2806909,SE,SAO FRANCISCO,2806909,,,,3237
2807105,SE,SIMAO DIAS,2807105,,,,3241
2807501,SE,TOMAR DO GERU,2807501,,,,3249
2900355,BA,ADUSTINA,2900355,,,,3253
2902658,BA,BANZAE,2902658,,,,3261
2904050,BA,BONITO,2904050,,,,3265
2905156,BA,CAETANOS,2905156,,,,3269
2907558,BA,CATURAMA,2907558,,,,3273
2910776,BA,FEIRA DA MATA,2910776,,,,3275
2914653,BA,ITABELA,2914653,,,,3279
2916856,BA,ITATIM,2916856,,,,3283
2918456,BA,JUCURUCU,2918456,,,,3287
2919058,BA,LAJEDO DO TABOCAL,2919058,,,,3291
2922052,BA,MULUNGU DO MORRO,2922052,,,,3299
2900108,BA,ABAIRA,2900108,,,,3301
2900207,BA,ABARE,2900207,,,,3303
2900306,BA,ACAJUTIBA,2900306,,,,3305
2900702,BA,ALAGOINHAS,2900702,,,,3313
2900900,BA,ALMADINA,2900900,,,,3317
2901106,BA,AMELIA RODRIGUES,2901106,,,,3321
2901403,BA,ANGICAL,2901403,,,,3327
2901601,BA,ANTAS,2901601,,,,3331
2901809,BA,ANTONIO GONCALVES,2901809,,,,3335
2901908,BA,APORA,2901908,,,,3337
2902005,BA,ARACATU,2902005,,,,3339
2902104,BA,ARACI,2902104,,,,3341
2902302,BA,ARATUIPE,2902302,,,,3345
2902500,BA,BAIANOPOLIS,2902500,,,,3349
2902708,BA,BARRA,2902708,,,,3353
2902906,BA,BARRA DO CHOCA,2902906,,,,3357
2903102,BA,BARRA DO ROCHA,2903102,,,,3361
2903300,BA,BARRO PRETO,2903300,,,,3365
2903508,BA,BELO CAMPO,2903508,,,,3369
2903706,BA,BOA NOVA,2903706,,,,3373
2904001,BA,BONINAL,2904001,,,,3379
2904209,BA,BOTUPORA,2904209,,,,3383
2904407,BA,BREJOLANDIA,2904407,,,,3387
2904605,BA,BRUMADO,2904605,,,,3391
2904803,BA,CAATIBA,2904803,,,,3395
2905008,BA,CACULE,2905008,,,,3399
2905206,BA,CAETITE,2905206,,,,3403
2905404,BA,CAIRU,2905404,,,,3407
2905602,BA,CAMACAN,2905602,,,,3411
2905800,BA,CAMAMU,2905800,,,,3415
2906204,BA,CANARANA,2906204,,,,3423
2906402,BA,CANDEAL,2906402,,,,3427
2906808,BA,CANSANCAO,2906808,,,,3435
2907004,BA,CARDEAL DA SILVA,2907004,,,,3439
2907202,BA,CASA NOVA,2907202,,,,3443
2907400,BA,CATOLANDIA,2907400,,,,3447
2907608,BA,CENTRAL,2907608,,,,3451
2907806,BA,CICERO DANTAS,2907806,,,,3455
2908002,BA,COARACI,2908002,,,,3459
2908200,BA,CONCEICAO DA FEIRA,2908200,,,,3463
2908408,BA,CONCEICAO DO COITE,2908408,,,,3467
2908606,BA,CONDE,2908606,,,,3471
2908804,BA,CONTENDAS DO SINCORA,2908804,,,,3475
2909000,BA,CORDEIROS,2909000,,,,3479
2909109,BA,CORIBE,2909109,,,,3481
2909505,BA,CRAVOLANDIA,2909505,,,,3489
2909703,BA,CRISTOPOLIS,2909703,,,,3493
2909901,BA,CURACA,2909901,,,,3497
2910008,BA,DARIO MEIRA,2910008,,,,3499
2910107,BA,DOM BASILIO,2910107,,,,3501
2910206,BA,DOM MACEDO COSTA,2910206,,,,3503
2910305,BA,ELISIO MEDRADO,2910305,,,,3505
2910404,BA,ENCRUZILHADA,2910404,,,,3507
2910602,BA,ESPLANADA,2910602,,,,3511
2910800,BA,FEIRA DE SANTANA,2910800,,,,3515
2911204,BA,GANDU,2911204,,,,3523
2911402,BA,GLORIA,2911402,,,,3527
2911600,BA,GOVERNADOR MANGABEIRA,2911600,,,,3531
2911808,BA,GUARATINGA,2911808,,,,3535
2912004,BA,IBIASSUCE,2912004,,,,3539
2912202,BA,IBICOARA,2912202,,,,3543
2912400,BA,IBIPEBA,2912400,,,,3547
2928406,BA,SANTA RITA DE CASSIA,2928406,,,,3549
2912608,BA,IBIQUERA,2912608,,,,3553
2912806,BA,IBIRAPUA,2912806,,,,3557
2913002,BA,IBITIARA,2913002,,,,3561
2913200,BA,IBOTIRAMA,2913200,,,,3565
2913408,BA,IGAPORA,2913408,,,,3569
2913606,BA,ILHEUS,2913606,,,,3573
2913804,BA,IPECAETA,2913804,,,,3577
2914000,BA,IPIRA,2914000,,,,3581
2914208,BA,IRAJUBA,2914208,,,,3585
2914406,BA,IRAQUARA,2914406,,,,3589
2914604,BA,IRECE,2914604,,,,3593
2915205,BA,ITAGIBA,2915205,,,,3605
2915403,BA,ITAJU DO COLONIA,2915403,,,,3609
2915601,BA,ITAMARAJU,2915601,,,,3613
2915809,BA,ITAMBE,2915809,,,,3617
2916005,BA,ITANHEM,2916005,,,,3621
2916203,BA,ITAPE,2916203,,,,3625
2916401,BA,ITAPETINGA,2916401,,,,3629
2916609,BA,ITAPITANGA,2916609,,,,3633
2916807,BA,ITARANTIM,2916807,,,,3637
2917003,BA,ITIUBA,2917003,,,,3641
2917201,BA,ITUACU,2917201,,,,3645
2917409,BA,JACARACI,2917409,,,,3649
2917607,BA,JAGUAQUARA,2917607,,,,3653
2917805,BA,JAGUARIPE,2917805,,,,3657
2918001,BA,JEQUIE,2918001,,,,3661
2918209,BA,JIQUIRICA,2918209,,,,3665
2918308,BA,JITAUNA,2918308,,,,3667
2918407,BA,JUAZEIRO,2918407,,,,3669
2918506,BA,JUSSARA,2918506,,,,3671
2918704,BA,LAFAIETE COUTINHO,2918704,,,,3675
2918902,BA,LAJEDAO,2918902,,,,3679
2919306,BA,LENCOIS,2919306,,,,3687
2919702,BA,MACARANI,2919702,,,,3695
2919900,BA,MACURURE,2919900,,,,3699
2920106,BA,MAIRI,2920106,,,,3703
